1, -36
2, -28
3, -26
4, -22
5, -22
6, -22
7, -22
8, -22
9, -22
10, -22
11, -22
12, -20
13, -20
14, -20
15, -19
16, -19
17, -19
18, -19
19, -19
20, -19
21, -19
22, -19
23, -19
24, -18
25, -18
26, -18
27, -18
28, -18
29, -18
30, -18
31, -18
32, -18
33, -18
34, -18
35, -18
36, -18
37, -18
38, -18
39, -18
40, -18
41, -17
42, -17
43, -16
44, -14
45, -14
46, -13
47, -13
48, -13
49, -13
50, -13
51, -13
52, -13
53, -13
54, -13
55, -13
56, -13
57, -13
58, -13
59, -13
60, -13
61, -13
62, -12
63, -12
64, -12
65, -12
66, -12
67, -12
68, -12
69, -12
70, -12
71, -12
72, -12
73, -12
74, -12
75, -12
76, -12
77, -12
78, -12
79, -12
80, -12
81, -12
82, -10
83, -10
84, -10
85, -6
86, -6
87, -6
88, -6
89, -6
90, -6
91, -6
92, -6
93, -6
94, -6
95, -6
96, -6
97, -6
98, -6
99, -6
100, -6
101, -6
102, -6
103, -6
104, -6
105, -5
106, -5
107, -5
108, -5
109, -5
110, -5
111, -5
112, -5
113, -5
114, -5
115, -5
116, -5
117, -5
118, -5
119, -5
120, -5
121, -5
122, -5
123, -5
124, -5
125, -5
126, -5
127, -5
128, -5
129, -5
130, -5
131, -5
132, -5
133, -5
134, -5
135, -5
136, -5
137, -5
138, -5
139, -5
140, -5
141, -5
142, -5
143, -5
144, -5
145, -5
146, -5
147, -5
148, -5
149, -5
150, -5
151, -5
152, -5
153, -5
154, -5
155, -5
156, -5
157, -5
158, -5
159, -5
160, -5
161, -5
162, -5
163, -5
164, -5
165, -5
166, -5
167, -5
168, -5
169, -5
170, -5
171, -5
172, -5
173, -5
174, -5
175, -4
176, -4
177, -4
178, -4
179, -4
180, -4
181, -4
182, -4
183, -4
184, -4
185, -4
186, -4
187, -4
188, -3
189, -3
190, -3
191, -3
192, -3
193, -3
194, -3
195, -3
196, -3
197, -3
198, -3
199, -3
200, -3
201, -3
202, -3
203, -3
204, -3
205, -3
206, -3
207, -3
208, -3
209, -3
210, -3
211, -3
212, -3
213, -3
214, -3
215, -3
216, -3
217, -3
218, -3
219, -3
220, -3
221, -3
222, -3
223, -3
224, -3
225, -3
226, -3
227, -3
228, -3
229, -3
230, -3
231, -3
232, -3
233, -2
234, -2
235, -3
236, -3
237, -3
238, -3
239, -3
240, -3
241, -3
242, -3
243, -3
244, -3
245, -3
246, -3
247, -3
248, -3
249, -3
250, -3
251, -3
252, -3
253, -3
254, -3
255, -3
256, -3
257, -3
258, -3
259, -3
260, -3
261, -3
262, -3
263, -3
264, -3
265, -3
266, -3
267, -3
268, -3
269, -3
270, -3
271, -3
272, -3
273, -3
274, -3
275, -3
276, -3
277, -3
278, -3
279, -3
280, -3
281, -3
282, -3
283, -3
284, -3
285, -3
286, -3
287, -3
288, -3
289, -3
290, -3
291, -3
292, -3
293, -3
294, -3
295, -3
296, -3
297, -3
298, -3
299, -3
300, -3
301, -3
302, -3
303, -3
304, -3
305, -3
306, -3
307, -3
308, -3
309, -3
310, -3
311, -3
312, -3
313, -3
314, -3
315, -3
316, -3
317, -3
318, -3
319, -3
320, -3
321, -3
322, -3
323, -3
324, -3
325, -3
326, -2
327, -2
328, -2
329, -2
330, -2
331, -2
332, -2
333, -1
334, -1
335, -1
336, -1
337, -1
338, -1
339, -1
340, -1
341, -1
342, -1
343, -1
344, -1
345, -1
346, -1
347, -1
348, -1
349, -1
350, -1
351, -1
352, -1
353, -1
354, -1
355, -1
356, -1
357, -1
358, -1
359, -1
360, -1
361, -1
362, -1
363, -1
364, -1
365, -1
366, -1
367, -1
368, -1
369, -1
370, -1
371, -1
372, -1
373, -1
374, -1
375, -1
376, -1
377, -1
378, -1
379, -1
380, -1
381, -1
382, -1
383, -1
384, -1
385, -1
386, -1
387, -1
388, -1
389, -1
390, -1
391, -1
392, -1
393, -1
394, -1
395, -1
396, -1
397, -1
398, -1
399, -1
400, -1
401, -1
402, -1
403, -1
404, -1
405, -1
406, -1
407, -1
408, -1
409, -1
410, -1
411, -1
412, -1
413, -1
414, -1
415, -1
416, -1
417, -1
418, -1
419, -1
420, -1
421, -1
422, -1
423, -1
424, -1
425, -1
426, -1
427, -1
428, -1
429, -1
430, -1
431, -1
432, -1
433, -1
434, -1
435, -1
436, -1
437, -1
438, -1
439, -1
440, -1
441, -1
442, -1
443, -1
444, -1
445, -1
446, -1
447, -1
448, -1
449, -1
450, -1
451, -1
452, -1
453, -1
454, -1
455, -1
456, -1
457, -1
458, -1
459, -1
460, -1
461, -1
462, -1
463, -1
464, -1
465, -1
466, -1
467, -1
468, -1
469, -1
470, -1
471, -1
472, -1
473, -1
474, -1
475, -1
476, -1
477, -1
478, -1
479, -1
480, -1
481, -1
482, -1
483, -1
484, -1
485, -1
486, -1
487, -1
488, -1
489, -1
490, -1
491, -1
492, -1
493, -1
494, -1
495, -1
496, -1
497, -1
498, -1
499, -1
500, -1
501, -1
502, -1
503, -1
504, -1
505, -1
506, -1
507, -1
508, -1
509, -1
510, -1
511, -1
512, -1
513, -1
514, -1
515, -1
516, -1
517, -1
518, -1
519, -1
520, -1
521, -1
522, -1
523, -1
524, -1
525, -1
526, -1
527, -1
528, -1
529, -1
530, -1
531, -1
532, -1
533, -1
534, -1
535, -1
536, -1
537, 0
